title,artist,duration,date,popularity,danceability,tempo
Lantun Mustahil,Silampukau,198224,5/8/22,38,0.702,115.003
Kursi Goyang,Fourtwnty,234603,2/28/21,56,0.659,117.01
Tiga Pagi,Fletch,325776,9/1/18,50,0.599,120.016
Is It The Answer,Reality Club,232594,3/4/17,62,0.722,117.501
Hujan di Mimpi,Banda Neira,296938,4/13/13,51,0.534,139.809
Ada Di Sana,Danilla,198800,6/4/14,53,0.374,70.131
sebuah tarian yang tak kunjung selesai,Nadin Amizah,329152,5/26/21,49,0.583,134.807
Di Sayidan,Shaggydog,314000,2/21/21,53,0.478,124.617
Liburan Indie,Endah N Rhesa,153560,12/14/15,50,0.807,109.941
Malang,Daun Jatuh,293877,2/4/22,43,0.384,82.569
Sssst...,Sore,269271,2013,52,0.54,91.975
Pulang Ke Pamulang,Endah N Rhesa,228187,10/1/20,39,0.786,159.87
Tentang Rumahku,Dialog Dini Hari,242693,5/30/14,44,0.743,114.945
Bathroom,Grrrl Gang,153268,2/14/20,25,0.518,115.039
Ikaw Pa Rin Ang Pipiliin Ko,Cup of Joe,262068,7/2/21,59,0.471,173.972
Kundiman,Rob Deniel,335575,4/22/22,58,0.648,113.017
MARIA CLARA,Magnus Haven,228760,7/29/22,54,0.731,123.98
OUT OF YOU,of Mercury,208490,7/20/22,33,0.705,110.015
Bahala Na,Kenaniah,228688,7/27/22,63,0.874,122.001
Konteksto,Minaw,252889,7/29/22,33,0.622,94.004
Mananatili,Cup of Joe,231724,4/1/22,51,0.648,116.062
Bulalakaw,Matthew Hermosura,346290,7/29/22,51,0.481,185.949
Madali,Lola Amour,293946,2/16/22,57,0.654,127.977
Rain's Pouring Down,Violet Aurora,274612,4/23/21,34,0.397,84.917
Wala Ng Bukas,Brian Pepito,210000,10/27/21,38,0.713,135.35
Hold Me Tight,Skyforce,289572,3/23/22,37,0.53,164.033
Better Now,Kenaniah,232578,1/7/22,55,0.657,190.071
Di Ka Sayang,Ben&Ben,254000,11/6/20,57,0.544,124.869
Beachtown Boys,Sansette,147966,6/17/22,31,0.6,118.253
Hahayaan,ONE CLICK STRAIGHT,217674,7/20/22,36,0.739,129.02
Hayop Ka Crush,Frank Ely,289346,2/2/21,35,0.481,129.964
Sawa Na,Adie,235277,10/8/21,58,0.651,108.001
Papansin,Minaw,257058,2/25/22,39,0.729,101.951
Rosas,157,267665,2/23/22,29,0.445,136.972
Hindi Ikaw,Kenaniah,157375,12/17/21,52,0.619,79.707
Watawat,Gabby Alipe,187100,3/31/22,28,0.502,171.902
Isa,JD,233379,12/10/21,29,0.593,145.194
Sinta,CLUBS,403285,7/24/21,46,0.614,139.912
Different Shade of Blue,Paolo Sandejas,170000,1/7/22,49,0.675,95.981
kung di man,Rene̩ Dominique,248718,2/2/22,41,0.539,159.956
Sugat - feat. Munimuni,Ben&Ben,311900,8/13/21,50,0.35,75.667
Paumanhin,No Lore,205736,4/1/22,38,0.569,129.976
Maligaya,Munimuni,314872,11/9/21,36,0.39,130.014
Ikaw at Ako (Hanggang Dulo),Zion Aguirre,154177,12/17/21,26,0.731,128.006
Mag-ingat,Ben&Ben,149440,2/11/22,52,0.923,100.006
Pagitan,Minaw,349333,10/8/21,42,0.672,89.998
Reality Checklist,Unique Salonga,300000,10/15/21,39,0.494,74.946
kung nag-aatubili,syd hartha,231605,10/28/21,42,0.635,110.046
WHY ARE YOU LIKE THIS,Half/Figurd,278804,11/19/21,27,0.556,149.779
Sa'Yong Piling,Von Lucero,244526,2/18/22,25,0.424,126.009
Sa Pag-Ikot Ng Araw,Gabo Gatdula,263448,10/1/21,46,0.426,80.155
Aking Pagtingin,DaivJstn,183847,2/2/22,33,0.801,110.026
"Isa, Dalawa, Tatlo",rhodessa,206555,11/11/21,45,0.438,139.785
Hinga,Minaw,285714,7/30/21,41,0.681,84.007
Gustong Gusto Kita,Aubrey,211539,10/15/21,25,0.788,94.951
Down Bad,Lilfina,181745,1/20/22,24,0.449,82.189
Lahat,ALYSSA,287647,9/3/21,36,0.587,101.997
Stay in Bed (feat. BV & DMB),YUZON,262000,11/19/21,22,0.585,97.904
Beans in Water,Kyl Aries,174228,9/3/21,28,0.536,80.021
wag mong paasahin,Drei Rana,242459,10/22/21,37,0.643,109.942
Safe With You,Tish Gatan,187692,10/22/21,25,0.512,103.845
Cigarette Daydreams,Nobody's Home,209671,9/8/21,25,0.626,114.979
igotyou,Kyl Aries,220689,11/5/21,31,0.624,87.028
Time Heals,Yca Chu,206376,1/21/22,23,0.498,150.087
Beautiful Mess,WILDFIRE,212192,11/12/21,22,0.645,129.872
UH-OH,3AM,233600,9/24/21,27,0.554,149.927
Maghihintay,ASTER,267600,9/24/21,26,0.589,114.978
A Leo,No Lore,197848,10/29/21,31,0.52,80.439
Sakay,LOIR,207000,8/19/21,45,0.383,175.644
I'm Gonna Be Alright,Kenaniah,183272,8/13/21,44,0.871,110.03
LIGHTS!,EXTRA EXTRA,229380,11/19/21,21,0.676,112.995
Honest,Amiel Aban,180644,9/24/21,24,0.668,93.057
1932,Charleen Ong,127971,10/8/21,28,0.389,117.301
Make It Louder,Never The Cool Kids,234666,11/12/21,22,0.692,105.044
figure me out,Brvno,198562,8/28/22,38,0.536,176.113
I Let My Plant Die,Alicia Clara,242854,9/27/22,2,0.489,130.114
Inhibitions / Intuitions,Kainalu,209920,9/21/22,39,0.722,111.295
4045,Ethan Surman,241166,9/23/22,39,0.634,139.965
Undershare (feat. ELIO),mathijs.iv,219000,9/16/22,51,0.824,114.973
Leave It On The Dancefloor,Hope Tala,175016,8/26/22,56,0.699,106.014
Serotonin,Sophia Bel,215895,9/28/22,0,0.423,137.46
Cardigan,Emotional Oranges,190127,9/21/22,53,0.801,114.975
Safe Space,JORDANN,203120,9/30/22,0,0.758,96.995
HOUSEPARTY,mekel,147045,9/23/22,27,0.745,169.979
The Ruler,Cate,195553,9/23/22,47,0.561,87.984
Those Eyes,New West,220750,5/10/19,78,0.597,119.948
Strawberry Sunscreen - Rework,Lostboycrow,128274,8/5/22,45,0.699,120.026
Play Pretend (feat. spill tab),Mac Wetha,149666,9/29/22,0,0.579,96.065
Can We Take The Night Off?,Michaela Slinger,210439,9/16/22,32,0.723,119.971
dancing in the dark,lentra,189000,9/2/22,40,0.861,115.028
WHEN WE WERE KIDS,young friend,198000,7/1/22,51,0.795,119.991
evergreen,Christian French,188352,9/23/22,53,0.68,92.02
kiss me before u go.,will hyde,243000,9/14/22,53,0.645,84.01
Himalayas,Elijah Blond,184000,9/9/22,41,0.549,89.968
Hurricane,GUS,193776,7/8/22,35,0.689,116.036
moving song,Ivytide,165187,7/14/22,38,0.706,163.938
Pretty Ending,Mayfly,173673,8/23/22,37,0.581,113.997
Hurdles,Blair Lee,204335,9/8/22,26,0.465,160.151
Get With You,flowerovlove,111741,7/27/22,46,0.743,149.998
pretty kids,mehro,159417,8/11/22,54,0.727,158.001
Bigger Love - Spotify Singles,Milk & Bone,228109,8/17/22,41,0.64,128.005
Make Believe,Royal Wood,208002,8/19/22,26,0.762,88.047
Camp Anonymous,Cautious Clay,169149,8/17/22,53,0.567,85.007
Broken Lips,Loviet,282493,9/9/22,35,0.625,119.977
GROWN UP,Raffaella,195373,8/10/22,40,0.668,160.057
Let Go,Emily Rowed,190133,8/11/22,35,0.738,91.992
3am in nyc,SEB,189246,8/19/22,48,0.724,113.002
��_whiskey,maxime.,145723,8/12/22,39,0.6,140.008
Come Around,frown line,218500,8/11/22,33,0.843,105.987
Designated Driver,Taylor Janzen,238946,8/11/22,38,0.759,102.021
Heartache & LSD,Hauskey,112665,8/12/22,39,0.743,100.022
Waste My Time,Stefani Kimber,193973,8/12/22,33,0.612,142.01
"Julian, king of manhattan",renforshort,128851,7/8/22,46,0.704,136.024
on fridays,Colin Carbonera,222396,8/5/22,29,0.575,136.03
Retriever,Braids,569013,8/11/22,32,0.492,109.987
Lately,Charlie Houston,194959,5/6/22,33,0.842,109.97
Don't You Want Me,boy pablo,213840,6/20/22,51,0.695,124.948
Palm Springs,Black Atlass,180732,8/5/22,42,0.817,110.016
Coat Check,Zach Oliver,176712,7/6/22,35,0.703,145.964
sheluvme,Tai Verdes,150840,6/22/22,70,0.543,82.36
Get Well Soon,Jenna Doe,154346,7/13/22,40,0.799,128.05
touch tank,quinnie,179133,8/26/22,64,0.659,101.913
drugs are for fun,sunsetto,142080,7/29/22,38,0.645,124.873
Uncall It,Devon Cole,156180,6/2/22,50,0.776,144.996
I Could Do This All Night,Ben Kessler,188000,7/14/22,43,0.825,121.959
Waves Break,TITUS BANK,177168,7/8/22,28,0.439,144.613
CIGARETTES,Zachary Knowles,149501,6/30/22,45,0.719,169.012
Cowboy,Kid Bloom,206800,6/3/22,53,0.563,106.965
Solo Night,Claudia Bouvette,192733,5/20/22,33,0.7,89.995
21,Madisyn Gifford,160823,7/15/22,35,0.788,148.052
Strange,Harrison Brome,153413,6/17/22,35,0.678,111.916
Caffeine,Verzache,143360,6/3/22,47,0.819,141.974
Eighteen,Julian Daniel,176596,6/17/22,26,0.576,152.073
Fck Love,WizTheMc,151000,6/16/22,52,0.816,122.036
Every Picture,Chophead,165019,6/17/22,27,0.677,112.042
Tidal Wave,ana��s,229837,6/9/22,46,0.761,120.026
Count on Me,earth2zoe,183878,7/8/22,29,0.682,144.024
Silver Lining,Angus Maude,219000,6/3/22,26,0.595,179.896
Nobody Like You,dee holt,123934,5/6/22,52,0.847,122.017
I Don't Know (w/ ELIO),Peter Fenn,146579,6/3/22,40,0.579,113.896
��_can't ��_u ��_tell ��_?,maxime.,158769,5/26/22,37,0.716,130.04
Sensitive,Alex Porat,157819,5/27/22,53,0.862,106.018
Guess I'm Going To Hell,Lowell,255808,5/20/22,37,0.449,103.568
si rose,Oscar Anton,208309,6/10/22,47,0.742,149.994
Unseen,Harrison Brome,169939,5/13/22,34,0.714,87.521
Moment In The Sun,Sunflower Bean,189634,9/17/20,54,0.687,115.986
For The Good,adam brian paul,53293,5/27/22,27,0.935,95.968
Don't Know How to Girlfriend,GRAE,181250,4/15/22,32,0.662,115.923
Marie,Bobbing,181257,5/11/22,44,0.728,141.209
Scissors,Laraw,157054,5/27/22,33,0.61,93
Michael,Remi Wolf,165453,5/13/22,48,0.552,163.874
Caged Birds Don't Sing,Anna Sofia,209968,5/19/22,32,0.755,114.957
Bento Box,Sylo,205565,5/5/22,38,0.746,121.993
CHAMPAGNE,Valley,180637,4/28/22,57,0.535,172.03
Keep Dancing,Jades Goudreault,179458,4/21/22,36,0.738,134.816
Meteorite,Anna of the North,194630,5/11/22,56,0.727,116.053
Ghost,Xilo,165097,4/26/22,25,0.647,63.49
News At 9,Peter McPoland,193720,5/13/22,56,0.343,134.107
Everybody Talks,Neon Trees,177280,1/1/12,80,0.471,154.961
Television / So Far So Good,Rex Orange County,262600,4/26/17,79,0.405,164.971
Snap Out Of It,Arctic Monkeys,193030,9/9/13,79,0.728,130.014
Let It Happen,Tame Impala,467586,7/17/15,75,0.602,125.012
Lonely Boy,The Black Keys,193653,12/6/11,73,0.356,166.3
Green Light,Lorde,234652,6/16/17,73,0.594,128.942
Cleopatra,The Lumineers,201413,4/8/16,72,0.536,151.393
Cough Syrup,Young the Giant,249520,2011,71,0.534,128.978
Saturday Sun,Vance Joy,214720,2/23/18,71,0.637,99.995
Scrawny,Wallows,166520,3/22/19,70,0.639,138.008
Gold on the Ceiling,The Black Keys,224333,12/6/11,70,0.505,130.121
Hypersonic Missiles,Sam Fender,237986,9/13/19,70,0.551,130.971
Pleaser,Wallows,187895,4/12/17,70,0.497,148.893
Cold Cold Man,Saint Motel,230773,8/16/14,68,0.613,110.978
Take a Walk,Passion Pit,264493,7/23/12,68,0.566,101.006
Will We Talk?,Sam Fender,162600,9/13/19,67,0.296,204.111
Young Blood,The Naked And Famous,246600,2010,67,0.579,104.99
Cure For Me,AURORA,201640,1/21/22,67,0.726,115.904
Houdini,Foster The People,202466,5/23/11,67,0.632,110.024
Rollercoaster,Bleachers,188866,7/14/14,67,0.421,162.024
Sweet Talk,Saint Motel,192040,10/21/16,67,0.67,117.01
still feel.,half�ۢalive,247786,8/9/19,66,0.779,120.026
Wet Dream,Wet Leg,140083,9/28/21,66,0.721,130.051
Fire and the Flood,Vance Joy,249382,9/9/14,66,0.596,115.034
HandClap,Fitz and The Tantrums,193253,7/24/17,66,0.636,139.956
Raspberry,Grouplove,196026,9/17/13,65,0.492,104.966
Cocoon,Catfish and the Bottlemen,236887,9/15/14,65,0.446,133.053
Mountain at My Gates,Foals,244293,8/28/15,65,0.495,104.05
Turn,The Wombats,207679,2/9/18,64,0.531,105.03
Kathleen,Catfish and the Bottlemen,160886,9/15/14,65,0.489,137.93
Meet Me in the Woods,Lord Huron,262209,4/7/15,64,0.543,80.499
Past Lives,B��RNS,274320,10/16/15,64,0.743,109.988
I Wanna Get Better,Bleachers,204520,7/14/14,64,0.446,190.013
Machu Picchu,The Strokes,209626,3/21/11,64,0.695,105.014
Charlemagne,Blossoms,166791,8/5/16,64,0.544,101.984
Feeling Lonely,boy pablo,197946,10/5/18,63,0.633,117.907
Happy Man,Jungle,191529,9/14/18,63,0.594,108.017
Don't Take The Money,Bleachers,215546,6/2/17,63,0.63,110.072
Mountain Sound,Of Monsters and Men,211453,1/1/12,63,0.379,102.023
Lightning Bolt,Jake Bugg,144013,1/1/12,62,0.551,116.051
All We Ever Knew,The Head And The Heart,225560,9/9/16,62,0.487,102.03
Genghis Khan,Miike Snow,212146,3/4/16,62,0.688,93.979
Bad Habit,The Kooks,221413,1/1/14,62,0.733,123.071
Chaise Longue,Wet Leg,196905,6/15/21,62,0.684,160.021
Joy,Bastille,192681,6/14/19,61,0.555,118.007
Painkiller,Beach Bunny,216146,8/10/18,61,0.371,122.719
Punching In A Dream,The Naked And Famous,238133,2010,61,0.473,115.048
Ways to Go,Grouplove,215520,9/17/13,61,0.577,101.031
Work This Body,WALK THE MOON,175906,12/2/14,61,0.421,134.184
Silhouettes,Colony House,177773,7/22/14,61,0.478,164.997
Lo/Hi,The Black Keys,177768,6/28/19,61,0.606,122.016
Live in the Moment,Portugal. The Man,246786,6/16/17,60,0.546,128.017
San Francisco,The Mowgli's,173093,1/1/13,60,0.307,93.072
Hot Blood,KALEO,218600,6/10/16,60,0.325,148.446
Love Is Mystical,Cold War Kids,214360,4/7/17,60,0.567,106.03
The Sound,The 1975,248880,2/26/16,60,0.646,120.708
Mess Around,Cage The Elephant,173173,12/18/15,60,0.423,150.385
Unbelievers,Vampire Weekend,202666,5/13/13,60,0.644,154.909
I'm Good,The Mowgli's,166893,4/14/15,60,0.612,96.042
Longshot,Catfish and the Bottlemen,232960,4/26/19,59,0.481,102.829
Found What I've Been Looking For,Tom Grennan,191933,7/6/18,59,0.623,107.067
So Tied Up,Cold War Kids,189506,4/7/17,59,0.587,104.993
It Might Be Time,Tame Impala,273026,2/14/20,59,0.585,115.946
Disparate Youth,Santigold,284400,4/21/12,59,0.642,152.005
Give Yourself A Try,The 1975,196588,11/30/18,59,0.334,182.933
Harlem,New Politics,163626,5/17/13,59,0.603,133.97
All I Want To Hear You Say,Sea Girls,190693,9/11/18,58,0.546,123.937
Post Break-Up Sex,The Vaccines,174453,3/14/11,58,0.401,136.873
Come Closer,Miles Kane,179240,5/2/11,58,0.511,164.614
